Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.850128597463815,0.809245362717563,0.84775481125944,0.732300347538541,0.699696134379197,0.734111593948744,0.630055381810861,0.686383404283536,0.472747196738259,..
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,142.241,145.147,139.758,131.224,125.303,121.181,130.353,131.484,137.706,..
Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,11.7,11.4,11,10.7,10.5,10.3,10,9.8,9.6,..
Argentina,ARG,Net migration,SM.POP.NETM,5464,5215,4931,5742,5397,292,314,5589,4133,3454
Argentina,ARG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,-18870000.8392334,2619999.88555908,-1169999.95708466,73220001.2207031,8890000.34332275,101730003.356934,155259994.506836,384070007.324219,..,..
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,15.8867142423877,16.0413905118958,16.1833799224611,16.3171137395905,16.4335255363231,16.5133665121004,16.5573305708721,16.5922716858687,..,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.04725888735726,0.968911125580978,0.881249595012674,0.822969480473088,0.710900853077743,0.484665636741261,0.265879395046274,0.210808731072658,0.286976121920089,0.345829819817895
Argentina,ARG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,1.3,1.1,1.6,1.7,2.2,1.4,1.3,1.2,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,30.3,25.7,32,35.5,42,37.3,39.2,41.7,..
Argentina,ARG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,2,..,..,..,..,..,..
Argentina,ARG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,106.053131103516,106.544448852539,101.581809997559,100.281806945801,100.38289642334,103.837791442871,105.479530334473,103.231628417969,..,..
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.1490803040164,21.2567013071388,19.3371239744582,17.7024488717292,17.7888990504455,17.4777322783093,18.0764989044589,17.9272315382489,17.8684969726739,..
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,113.778198242188,112.944267272949,111.681457519531,111.545608520508,111.36531829834,110.617813110352,110.156112670898,108.722412109375,..,..
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,107.549072265625,109.645942687988,110.412406921387,109.696998596191,110.498527526855,112.416679382324,116.559448242188,115.434867858887,..,..
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.3365069418291,12.0972836411962,10.939623860491,9.79144712037089,10.3919973375121,10.70812114449,11.3410740330927,11.0858180930687,9.98093648141313,..
Argentina,ARG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,24.733642858859,35.8834637729343,51.7302547597257,51.5485845475577,51.0995074768097,43.0976319782414,31.0245129800709,33.2585875077557,51.3539448345211,..
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.18505436466263,1.10433531557669,1.01430816498057,0.9547647881172,0.842521815308169,0.615028911928924,0.393904283014769,0.338668250794531,0.412511398836538,0.471206008710255
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7,99.9,100,100,100,100,100,100,100,..
Argentina,ARG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,97.6,99.3,100,99.9,100,100,100,100,100,..
Argentina,ARG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.9,100,100,100,100,100,100,100,100,..
Argentina,ARG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,4.16933257319694,-2.87306157711113,4.81659714107205,-6.38048648256387,-5.76682289554265,-8.28198786739279,12.1908664715254,..,..,..
Argentina,ARG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,11668.4363712122,10789.0752361646,12508.8260126261,9844.1016409587,8237.6981192802,7241.03030233067,9092.08560830429,..,..,..
Argentina,ARG,Age dependency ratio (% of working-age population),SP.POP.DPND,56.0522891497333,56.0461721346243,55.9728015245357,55.8529254060554,55.5931801951266,55.0207968902513,54.2195244410156,53.3385463867822,52.4243366823125,51.5609570038159
Argentina,ARG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.2149420931919,17.428506034874,17.6360406247971,17.8664360458422,18.0994378665041,18.2822768577117,18.3808404939187,18.4528820822776,18.600375437612,18.8178147185688
Argentina,ARG,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.8373470565414,38.6176660997503,38.3367608997386,37.9864893602132,37.4937423286225,36.7385200325396,35.8386839470968,34.8856643045046,33.8239612447006,32.7431422852471
Argentina,ARG,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,7.54196172215384,-4.71694335251273,3.44506458176149,-14.5815222472444,21.4353935711251,-7.51344913747587,1.86399191787112,-2.80913567750453,-22.9403617320134,29.9053931856994
Argentina,ARG,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,6.43,6.52,6.11,6.7,7.1,8.54,7.93,7.33,..,..
Argentina,ARG,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,10.5876124934,10.5876124934,10.5876124934,10.5876124934,10.5876124934,10.5876124934,10.5876124934,..,..,..
Argentina,ARG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,34.6782291981871,35.3628127833832,33.9098504720057,34.3003378479117,31.1778247995353,31.7598011976715,31.5987423157459,..,..
Argentina,ARG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.22933674,9.85558891,10.23174763,10.29146862,10.1555109,10.45030594,10.03832245,9.86305332,..,..
Argentina,ARG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,89.2270812988281,89.1933822631836,89.0937576293945,97.4406661987305,98.2243118286133,98.1452865600586,95.9001770019531,94.4647521972656,..,..
Argentina,ARG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1517.33789063,1251.65612793,1486.92871094,1209.5357666,1011.08013916,891.99621582,1080.88208008,1370.88464355,..,..
Argentina,ARG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.449,7.865,7.682,7.583,7.676,8.45,9.725,8.797,7.668,..
Argentina,ARG,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,14
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,43.363,43.193,43.145,43.955,44.641,40.724,45.309,47.884,49.36,48.47
Argentina,ARG,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,66.619,65.778,65.102,64.656,64.449,58.819,65.23,67.062,67.886,66.447
Argentina,ARG,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,25.0083932347048,26.1799164832469,24.2825320419979,22.6709430512171,22.0364845686943,25.8405452538391,22.8967903877811,21.9068187207194,21.1189070510753,..
Argentina,ARG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.97713461784426,0.584748941173009,1.78936504083807,2.23253157689253,1.48500687570697,1.26616924308721,1.36838083162438,2.402155349277,3.69401868015696,1.80507987944047
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,10.6321870580884,10.6003968297469,10.5598368832422,10.5203731515078,10.4801786099266,10.4407148781923,10.4007639520735,10.3611377978507,..,..
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.66091253843923,-3.02450095578762,1.91639608148853,-3.41553683867816,-2.69506723533574,-10.3361096878518,10.1485599877349,5.04819532337936,-1.89294979737558,-2.05840275449496
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,13679.6264980954,12699.9623137756,14532.5009308511,11752.7998922979,9955.97478680428,8535.59938004389,10738.0179223384,13935.6811110049,14187.4827252965,13858.2039802008
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.77611017227173,5.54548978805542,5.45431995391846,4.87773990631104,4.7716498374939,5.27689981460571,4.64117002487183,4.80521011352539,..,..
Argentina,ARG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.949878735332,41.1544274598568,41.3536477921114,42.0493149154833,42.2633100586483,42.2659141441896,42.4041313742487,42.9402622703507,43.2479806527258,43.2536782258649
Argentina,ARG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,9.43836863309546,11.4076106061133,16.8948497510525,8.76225361679707,8.79801852253825,8.36065160246713,8.58081622666602,8.36736107358926,..,..
Argentina,ARG,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,106.1,103,104.2,103.4,104,113.9,114.2,109.4,..
Argentina,ARG,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.0831331023452092,0.0702343224152265,0.0745674778829443,0.0995468179872308,0.125380809015097,0.168011924038753,0.185543785281081,0.166952666555471,0.156281153926656,0.164948724407145
Argentina,ARG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.887393365487,24.7475897865741,24.5791315086803,24.3732916411389,24.0972913239252,23.6990914612707,23.2387470933239,22.7507462136988,22.190657287242,21.6039426858612
Argentina,ARG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.0810849650845,64.0835958950498,64.1137437299744,64.1630568429568,64.2701694847154,64.5074745533578,64.8426321239199,65.2151737723899,65.6063209158354,65.9800531593914
Argentina,ARG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,11.0315216694284,11.1688143183761,11.3071247613454,11.4636515159043,11.6325391913594,11.7934339853714,11.9186207827562,12.0340800139112,12.2030217969226,12.4160041547474
Argentina,ARG,"Population, total",SP.POP.TOTL,43477012,43900313,44288894,44654882,44973465,45191965,45312281,45407904,45538401,45696159
Argentina,ARG,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,24.3468311895728,24.7836540433263,25.3399976971808,25.5288341939773,26.5071790087849,26.999985734141,27.5889333220598,26.7103561276999,25.7532871092025,..
Australia,AUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,12.038,10.939,10.235,9.741,8.763,7.726,7.089,6.747,6.715,..
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.3759901241561,2.40555300214607,2.70644694209046,2.46003762123075,2.11578072211076,2.01224930777837,2.30383992497922,2.67322768587611,2.57350206211225,2.21816550483994
Australia,AUS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.8739837398374,2.15914634146341,2.45094336788618,2.50609756097561,2.14634146341463,1.76219512195122,2.32520325203252,..,..,..
Australia,AUS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10091.7051754504,10139.0989597868,10033.9988617709,9999.89664810579,9988.77987162809,9903.01937896971,9848.54749458564,9933.15278973003,9831.62092265282,..
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5318.66679266228,5216.98867184459,5323.92858334601,5282.20664251934,5295.87164421938,5229.062652917,5070.76722733807,4889.62127856192,5078.21828362275,..
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.0661262864303,19.2787442533207,21.2566174818153,21.8940905352475,24.1596779983146,24.0267391579698,22.0566759771447,25.5315880289865,26.7992411333458,24.705209306537
Australia,AUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.814,1.752,1.741,1.74,1.657,1.581,1.7,1.63,1.5,..
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.19016928695221,2.7593859723839,2.27959179820343,2.87846971467883,2.17154505737176,-0.119590735829973,2.11116814768786,4.24238555336139,3.44199220009025,1.4311125201703
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.2736236773973,25.4481836814214,24.1763030856454,24.6464120040498,23.391288227558,22.4277286299436,22.9372400904775,23.7681889552934,23.9740168793693,24.391289723081
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,19.6921472541598,20.6275044745549,18.0967924595604,18.1371018191307,21.2199332352628,21.4757898705835,22.3940766008599,25.8318704116272,25.2582777120781,25.1586416457084
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,95,94,94,94,93,93,96,91,..
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.5978056416682,21.6953352224542,20.9471141947652,21.8419745445958,22.0278238953145,20.6377169074661,18.2458042920249,20.2901822017406,22.4259429260923,22.6090197065918
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,..,7.5,..,7.4,..,..,..,..,..,..
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.6809068044195,22.3199755837758,23.4740606091639,24.1240577727471,25.2720792022262,25.3864557192621,25.4208652512055,27.48251427159,27.6508823908584,25.9679592495713
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.623858470510584,-0.663157619625991,3.65318441813451,1.86901478899458,3.46820261012924,1.88550119010648,3.0799498600023,7.17553361510235,6.51199894950456,2.6265456903831
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.4,82.4487804878049,82.5,82.7487804878049,82.9,83.2,83.3,83.2,83.0512195121951,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,29.3188828250209,32.2143762704217,34.6950072988726,34.4922875434639,35.3673131582961,34.8270177571565,38.9294709807932,42.692638562881,38.1244877490396,36.3977534507021
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.9536335918401,2.08852965041326,2.00423296452333,1.89568807978324,1.88096042981802,2.01065640494339,1.99027820211932,1.90833557385416,1.92219906285917,..
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,107.608,109.129,107.8,110.033,109.753,104.93,105.119,109.469,112.513,..
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3.9,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,..
Australia,AUS,Net migration,SM.POP.NETM,212350,254648,255023,226412,207142,44447,116768,140972,140232,138510
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,3.10011259648803,3.14493553058884,3.19715601363491,3.24534491589985,3.29365056253104,3.33452695130798,3.33922844714392,3.38199835673854,..,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.43921665259925,1.56194049810399,1.64682779735017,1.49599671041328,1.47749071058438,1.23342825131378,0.14089508329287,1.27269881377618,2.42431553908742,2.05004113352233
Australia,AUS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,0.5,..,0.5,..,..,..,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.5087167867797,24.863111114328,24.8416213648298,25.8433968768407,26.0764158312018,25.2824521626533,25.6932278976825,26.2050551660302,..,..
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.665489196777,101.180686950684,100.637657165527,100.398712158203,100.199699401855,99.9011077880859,99.9291534423828,99.1329879760742,..,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,159.110763549805,155.594390869141,153.576126098633,136.105545043945,144.056564331055,137.490737915039,135.526565551758,133.277267456055,..,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.8740706763168,22.2755221320286,22.1103686445861,23.2084449619852,23.4084400141939,22.5909248948989,23.0612679317794,23.6279512463691,..,..
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,1.55480059894141,1.67739012761928,1.76796847637971,1.62163632137038,1.60762467607999,1.36918474912152,0.281103300397357,1.41848597605496,2.57336049684863,2.20347308455882
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,..
Australia,AUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Australia,AUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Australia,AUS,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,44512.5960291842,39077.6893174716,42069.0851472692,44204.1255021825,42130.8946366101,40036.4458219231,45710.8904505974,..,..,..
Australia,AUS,Age dependency ratio (% of working-age population),SP.POP.DPND,51.0633010294012,51.6034455745862,52.0424214921712,52.4455151692804,52.9197584315896,53.6061246381616,54.2558157593525,54.5847729738097,54.833053326734,55.211695005195
Australia,AUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,22.5076119973565,22.9691602900349,23.3956977573784,23.8439530509551,24.383152985158,25.0972747499351,25.8365969160502,26.3953997265958,26.9162152867337,27.5190584240776
Australia,AUS,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,28.5556890320447,28.6342852845513,28.6467237347927,28.6015621183253,28.5366054464316,28.5088498882266,28.4192188433023,28.1893732472139,27.9168380400003,27.6926365811174
Australia,AUS,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,1.46875686762876,-7.13460636032198,9.36194196645481,-2.77767904744979,-10.5324729924873,-9.56379609766064,21.7987529369239,17.1387234989706,4.62685858154006,7.21604237608777
Australia,AUS,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,2.3,2.56,2.7,2.97,3.4,3.93,4.79,5.82,6.06,..
Australia,AUS,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,15.9723023658,20.9249042803,15.5930544313,16.4870615349,17.4744897959,20.6896551724,18.1378476421,..,..,..
Australia,AUS,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,46.4820384628409,54.6779869160885,53.3164358193161,54.5030658860126,60.2260851971351,69.3215748590956,70.0109117652417,58.0466964106785,..,..
Australia,AUS,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.17367649,10.08972931,10.11242294,10.05163097,10.21285057,10.66040134,10.42525291,9.92687893,..,..
Australia,AUS,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5294.57226563,5423.82666016,5780.53710938,5830.1015625,5529.19482422,5952.890625,7039.57763672,6730.99511719,..,..
Australia,AUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.6,6.6,6.5,6.3,6.7,6.3,6.7,7.3,6.9,..
Australia,AUS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.4
Australia,AUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,31.8199996948242,32.1699981689453,34.310001373291,34.7799987792969,35.4599990844727,38.2900009155273,38.7999992370605,40.0200004577637,38.907341003418,..
Australia,AUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,27.6900005340576,27.8400001525879,28.3799991607666,28.6299991607666,30.6399993896484,31.6200008392334,32.9900016784668,33.5400009155273,32.4765777587891,..
Australia,AUS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,55.559,55.948,56.483,57.303,57.846,56.383,58.202,60.026,60.146,59.862
Australia,AUS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,66.878,66.703,66.88,67.32,67.52,65.564,67.119,68.539,68.654,68.265
Australia,AUS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,26.7642142270028,26.9840896451806,26.6338388364042,26.2293809326048,26.1765021550141,30.2551947530937,32.6329859403151,27.6611156622091,..,..
Australia,AUS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.47020901785018,3.56056595221134,3.63608951454838,4.25033304779982,2.78196787472132,1.35325605506287,2.0246819461122,4.16149504206489,1.87959171930092,3.15202919801842
Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,17.3248245968004,17.4254877132405,17.4229136169693,17.4213145571644,17.4213145571644,17.4213145571644,17.4213145571644,17.4213145571644,..,..
Australia,AUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.729964314626955,1.16681538734224,0.609016553617764,1.35086613147908,0.673067165560809,-1.34397743292375,1.96739983729857,2.92410064137691,0.964385754176206,-0.627097846487104
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,56739.0265346593,49888.0410842736,53901.7145392154,57196.4220783778,54972.7017885437,51791.540179984,60607.7788605166,64997.0136536475,64835.9199754535,64407.484256932
Australia,AUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.46285820007324,5.43038558959961,5.32125568389893,5.40967607498169,5.50858879089355,5.37828016281128,5.33320999145508,5.20677661895752,..,..
Australia,AUS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.1133826979131,46.4203066906294,46.6097831437911,46.7744849814682,46.8990769548796,46.9709934784906,47.1749288751872,47.4388189017502,47.4234870415465,47.4466780116945
Australia,AUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
